date,AAPL,ABT,ADBE,AMD,AMGN,AMZN,AXP,BA,BAC,BIL,BMY,C,CAT,CMCSA,COP,COST,CRM,CSCO,CVX,DE,DIS,DUK,EFA,FDX,GE,GILD,GLD,GOOGL,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,LLY,LOW,MA,MCD,META,MMM,MRK,MS,MSFT,MU,NEE,NFLX,NKE,NVDA,ORCL,PEP,PFE,PG,QCOM,SBUX,SLB,SO,SPY,T,TGT,TLT,TSLA,TXN,UNH,UNP,UPS,USB,V,VZ,WFC,WMT,XOM
2007-04-09,2.803,17.715,42.7,13.35,38.393,2.083,42.153,65.278,34.567,,13.596,346.036,41.43,8.317,27.086,37.593,11.272,16.861,35.738,37.742,28.24,26.41,43.419,71.146,106.389,13.332,66.53,11.614,152.208,23.312,27.441,50.015,12.08,35.132,30.172,13.805,32.181,22.371,9.848,27.14,,36.43,22.263,43.807,20.19,10.904,8.763,0.348,10.3,0.463,14.796,35.577,10.693,36.517,27.108,11.486,46.754,15.945,101.417,7.754,37.327,48.128,,19.143,42.143,17.944,36.596,19.059,,13.302,20.481,10.943,39.305
2007-04-10,2.821,17.668,43.0,13.27,38.346,2.093,42.191,65.865,34.709,,13.66,351.537,41.19,8.396,27.494,37.49,11.231,16.726,36.472,37.84,28.305,26.436,43.743,70.54,106.695,13.26,67.16,11.572,152.288,23.404,27.365,49.932,12.429,35.155,30.32,13.931,32.239,22.449,10.0,27.035,,36.273,22.365,43.796,20.07,10.943,8.78,0.355,10.321,0.458,15.019,35.814,10.693,36.488,27.311,11.493,47.773,15.992,101.537,7.778,36.828,48.272,,19.417,41.652,18.004,36.961,19.124,,13.232,20.505,10.823,39.699
2007-04-11,2.772,17.751,42.1,13.19,37.822,2.084,41.921,65.234,34.329,,13.528,347.512,40.821,8.619,27.406,37.051,10.774,16.598,36.244,37.676,27.981,25.966,43.531,69.811,106.909,13.16,67.08,11.523,150.743,23.245,27.021,49.259,12.302,35.28,30.265,13.808,32.187,22.172,9.982,27.111,,36.145,22.263,43.462,19.865,11.021,8.684,0.351,10.317,0.45,14.812,35.701,10.71,36.39,26.739,11.335,47.682,15.979,101.122,7.677,36.293,48.238,,19.119,40.807,17.82,36.794,18.949,,13.085,20.361,10.672,39.29
2007-04-12,2.76,17.878,42.4,13.66,38.695,2.114,42.265,65.873,34.172,,13.542,346.506,40.999,8.76,27.905,37.497,10.498,16.713,36.533,37.471,28.046,25.776,43.821,70.684,107.613,13.553,66.99,11.594,150.831,23.276,27.371,49.523,12.32,35.297,30.295,13.817,32.389,22.221,9.983,27.222,,36.373,22.609,43.829,20.169,11.167,8.625,0.351,10.363,0.463,14.899,36.238,10.883,36.667,27.057,11.313,49.197,15.971,101.572,7.622,36.457,48.249,,19.255,40.792,18.592,36.747,18.91,,13.082,20.463,10.67,39.607
2007-04-13,2.701,18.215,41.64,13.57,39.628,2.121,42.901,66.003,34.268,,13.921,346.171,41.092,8.858,27.925,37.14,10.464,17.17,36.457,37.805,28.086,25.852,43.967,70.267,108.225,13.455,67.84,11.566,150.43,23.196,27.394,49.14,12.296,35.542,30.228,13.875,32.934,22.115,9.945,27.811,,36.378,24.486,43.785,20.218,10.982,8.581,0.351,10.252,0.467,14.844,36.373,10.969,36.586,27.025,11.346,49.648,16.005,102.035,7.658,36.275,48.1,,19.15,40.661,18.384,36.711,18.943,,13.089,20.636,10.704,39.617
2007-04-16,2.737,18.336,42.4,13.52,40.044,2.26,43.799,65.481,34.818,,13.99,355.093,41.159,8.766,27.949,37.305,10.626,17.132,36.865,38.097,28.329,26.169,44.431,70.632,108.164,13.675,68.4,11.764,156.272,23.606,27.598,49.787,12.435,35.924,30.77,13.983,33.814,22.236,9.945,28.08,,36.586,24.54,44.924,20.303,10.796,8.728,0.35,10.39,0.464,15.059,36.464,11.08,36.788,27.559,11.453,50.674,15.992,103.004,7.741,36.591,48.365,,19.572,41.352,18.66,37.113,19.179,,13.257,21.16,10.853,40.006
2007-04-17,2.705,18.374,43.0,13.47,40.346,2.253,43.559,65.583,34.866,,13.906,352.41,41.627,8.801,27.882,38.128,10.55,17.273,36.907,38.604,28.434,26.207,44.436,70.684,107.674,13.617,68.0,11.728,156.549,24.145,27.749,50.274,12.609,36.797,30.899,14.345,34.086,22.612,9.967,28.611,,36.643,24.389,44.661,20.388,10.679,8.809,0.342,10.348,0.469,15.051,37.164,11.064,36.886,27.546,11.449,50.628,16.125,103.278,7.727,36.859,48.636,,19.448,41.944,18.498,37.405,18.993,,13.113,21.005,10.875,40.124
2007-04-18,2.706,18.072,42.97,13.91,40.286,2.25,43.709,68.07,35.219,,13.891,355.495,42.679,8.748,27.648,37.73,10.4,17.293,36.817,38.767,28.248,26.575,44.419,70.254,107.46,13.457,68.38,11.807,157.897,23.9,28.081,49.073,12.831,36.728,32.063,14.37,34.242,22.42,9.927,28.535,,36.549,24.233,44.787,20.211,10.826,8.853,0.31,10.298,0.474,14.923,37.232,11.014,36.805,27.292,11.427,48.936,16.214,103.404,7.683,36.98,48.879,,19.845,41.629,19.054,37.28,18.905,,13.099,21.422,10.83,40.021
2007-04-19,2.702,17.826,42.39,14.28,41.837,2.232,44.09,67.424,34.601,,13.97,356.166,42.401,8.663,27.426,37.936,10.174,17.17,36.363,38.465,28.248,26.233,44.252,69.87,107.062,14.02,67.53,11.699,159.747,23.821,28.576,48.809,13.108,37.019,32.075,14.395,34.752,22.413,9.938,28.477,,36.786,24.457,45.208,20.275,10.855,8.751,0.307,10.22,0.481,14.947,37.294,11.134,36.725,27.54,11.353,48.55,16.15,103.376,7.75,37.254,48.796,,20.181,39.97,19.504,37.588,18.866,,13.131,21.535,10.913,39.643
2007-04-20,2.723,18.015,42.14,14.16,41.602,2.247,45.624,67.642,34.689,,14.093,358.38,44.378,8.773,28.206,37.799,10.26,17.37,37.139,38.764,28.539,26.563,44.76,70.996,107.46,14.136,68.7,11.968,160.521,24.004,29.939,48.959,13.318,37.121,32.352,14.49,35.064,22.776,10.008,28.232,,36.866,25.111,45.384,20.508,10.913,8.833,0.316,10.229,0.487,15.138,37.644,11.092,36.828,27.59,11.678,49.145,16.317,104.352,7.861,37.777,48.669,,20.187,40.853,19.628,38.021,18.987,,13.271,21.631,11.234,40.82
2007-04-23,2.799,17.816,42.16,14.04,41.749,2.239,45.736,67.896,34.329,,14.014,356.301,44.397,8.691,27.949,37.634,10.147,17.106,36.718,39.164,28.377,26.512,44.324,70.287,106.451,14.274,68.26,11.884,162.286,24.004,29.84,49.285,13.168,36.911,32.192,14.367,34.526,22.441,10.003,28.395,,36.643,25.198,45.739,20.338,10.933,9.038,0.31,10.235,0.479,15.091,37.61,10.837,36.73,27.241,11.645,48.701,16.24,103.959,7.841,37.357,48.846,,20.131,41.429,19.526,37.562,18.872,,13.145,21.464,11.047,40.533
2007-04-24,2.791,17.804,42.5,14.57,41.098,2.237,45.556,67.917,34.403,,14.147,354.288,44.99,8.653,27.569,37.202,10.093,16.945,36.5,39.237,28.24,26.575,44.296,69.772,106.328,14.305,67.73,11.845,161.046,24.065,30.813,50.983,13.186,36.762,32.118,14.384,34.323,22.121,9.826,28.296,,36.511,25.164,45.712,20.345,11.304,9.127,0.309,10.226,0.497,14.995,37.509,10.755,36.788,28.175,11.56,48.864,16.373,104.001,7.709,36.688,49.028,,21.69,41.644,19.416,37.557,18.756,,13.162,21.321,10.993,40.226
2007-04-25,2.854,17.925,42.71,14.65,41.414,2.841,46.611,68.657,34.818,,14.599,360.93,45.249,8.829,28.036,37.315,10.464,17.235,37.078,39.494,28.572,26.651,44.71,70.404,108.316,14.45,67.89,11.857,164.607,24.182,31.448,52.52,13.378,36.871,32.524,14.392,34.456,22.157,9.939,28.389,,36.496,25.549,46.265,20.487,11.479,9.154,0.308,10.247,0.505,15.059,37.831,10.825,36.875,28.797,11.744,49.563,16.518,104.956,7.717,36.804,48.857,,21.951,40.654,19.486,38.115,18.998,,13.18,21.619,11.02,40.902
2007-04-26,2.959,17.723,43.26,14.5,41.991,3.139,46.476,68.345,34.471,,14.368,359.32,45.107,8.518,28.0,37.157,10.471,17.087,37.011,39.476,28.45,26.245,44.503,70.501,109.632,14.409,66.87,11.936,164.03,23.87,31.273,52.23,13.276,36.62,32.598,14.487,34.584,22.029,9.868,28.74,,38.146,25.569,46.188,20.564,11.674,9.126,0.316,10.289,0.512,15.099,37.509,10.99,36.562,28.772,11.737,49.347,16.45,105.075,7.681,37.066,48.503,,21.889,40.477,19.22,37.546,18.987,,13.292,21.494,10.995,41.224
2007-04-27,2.991,17.676,42.89,14.32,42.474,3.13,46.476,68.171,34.505,,14.339,358.045,45.577,8.465,27.727,37.446,10.346,17.396,36.964,38.997,28.297,26.271,44.408,69.818,112.691,14.045,67.56,11.882,163.644,23.551,31.972,52.37,13.144,36.58,32.358,14.481,34.514,21.943,10.372,28.576,,38.668,25.291,46.533,21.285,11.401,9.068,0.317,10.342,0.505,15.218,37.441,10.944,36.556,28.346,11.619,49.413,16.313,104.991,7.618,36.956,48.492,,21.683,40.815,19.399,37.332,18.987,,13.264,21.416,10.913,41.127
2007-04-30,2.988,17.632,41.56,13.82,43.058,3.066,45.377,67.431,34.594,,14.186,359.722,44.872,8.38,27.454,36.834,10.321,17.209,36.827,38.013,28.297,26.042,44.246,68.659,112.752,14.021,67.09,11.693,159.507,23.184,31.559,52.908,12.921,36.608,32.081,14.518,34.236,21.737,10.152,28.185,,39.247,25.086,45.986,21.158,11.187,9.134,0.317,10.293,0.502,14.979,37.328,10.883,37.38,27.819,11.442,48.23,16.15,104.12,7.634,36.105,49.0,,21.397,40.746,19.133,36.773,18.877,,13.365,21.386,10.819,40.625
2007-05-01,2.978,17.754,41.73,13.54,43.703,3.102,45.863,67.598,34.614,,14.098,363.613,45.256,8.392,27.391,36.758,10.105,17.286,37.092,37.77,28.693,26.258,44.201,69.095,113.486,14.169,66.69,11.634,159.485,23.527,32.083,53.405,13.102,36.802,32.18,14.64,34.097,21.837,10.44,28.687,,39.645,24.862,46.04,21.483,11.07,9.168,0.316,10.126,0.507,14.812,37.503,10.936,36.544,27.8,11.438,48.23,16.244,104.387,7.658,36.269,49.036,,21.689,40.508,18.793,36.518,18.899,,13.481,21.476,10.911,40.769
2007-05-02,3.005,17.81,41.51,13.63,43.683,3.059,46.925,68.033,34.669,,14.108,364.284,45.354,8.531,27.482,36.683,10.147,17.807,37.229,39.177,28.879,26.398,44.537,70.137,114.128,14.311,66.66,11.554,160.149,23.723,32.328,52.914,13.18,36.757,32.358,14.662,34.254,21.822,11.485,29.201,,40.029,24.984,46.177,21.631,11.167,9.153,0.316,10.22,0.501,15.027,37.853,10.94,36.202,28.118,11.527,48.315,16.266,104.998,7.626,35.849,49.008,,21.858,41.306,18.994,36.935,18.96,,13.863,21.434,10.9,40.851
2007-05-03,3.006,17.878,41.2,13.69,42.904,3.109,47.463,68.048,34.818,,14.422,365.571,45.33,8.562,27.707,36.538,10.513,17.827,37.665,39.504,28.871,26.309,44.598,71.198,114.22,14.277,67.49,11.739,161.659,23.912,32.619,53.214,13.133,36.665,32.451,14.718,34.242,21.709,12.255,29.137,,39.863,25.14,46.681,21.886,11.109,9.127,0.318,10.182,0.511,15.154,38.017,11.051,35.987,28.124,11.663,48.844,16.263,105.567,7.67,35.624,48.897,,21.845,40.846,19.518,37.014,18.877,,14.377,21.524,10.918,41.291
2007-05-04,3.018,18.156,41.33,13.53,42.79,3.161,47.411,67.874,34.825,,14.756,366.52,45.169,8.452,27.787,36.985,10.579,17.962,37.542,39.556,29.0,26.182,45.017,71.302,113.639,14.262,68.19,11.686,165.876,23.814,32.689,53.297,13.23,36.757,32.408,14.801,34.474,21.659,12.241,29.142,,39.929,25.32,47.387,21.596,11.616,9.076,0.317,10.184,0.514,15.162,38.079,11.138,36.225,28.01,11.324,48.74,16.245,105.967,7.784,35.868,49.097,,21.889,41.137,19.533,37.118,18.954,,14.234,21.572,10.898,41.224
2007-05-07,3.111,18.358,41.31,13.28,42.803,3.041,47.321,68.563,34.947,,14.801,365.097,44.903,8.402,27.846,37.185,10.427,17.898,37.674,40.036,29.17,26.499,45.084,70.957,113.914,14.234,68.25,11.591,165.789,23.778,32.229,53.4,13.266,36.631,32.469,14.912,34.578,21.83,12.191,28.897,,40.271,25.374,47.064,21.702,11.664,9.059,0.317,10.294,0.504,15.178,38.113,11.261,36.092,27.914,11.195,48.995,16.319,105.988,7.808,36.093,49.23,,21.914,40.892,19.499,36.956,19.026,,14.293,21.662,10.974,41.367
2007-05-08,3.145,18.324,41.37,13.18,42.065,3.092,47.321,68.309,34.934,,14.85,364.013,45.373,8.314,27.81,37.549,10.656,18.251,37.897,40.182,29.567,26.22,44.716,70.794,113.425,14.21,67.88,11.579,164.132,23.649,32.496,53.676,13.381,36.312,32.297,14.762,34.642,21.822,12.458,28.792,,40.2,25.476,46.883,21.73,11.567,9.019,0.316,10.271,0.508,15.099,37.927,11.249,35.842,28.054,11.132,48.753,16.28,105.848,7.742,35.746,49.119,,21.895,40.784,19.684,36.987,19.031,,14.22,21.506,10.859,41.649
2007-05-09,3.199,18.274,41.26,13.57,42.36,3.142,47.329,68.469,34.968,,14.87,366.723,46.189,8.26,27.755,37.776,10.678,17.061,37.755,41.328,29.219,26.079,44.962,70.677,113.976,14.253,67.45,11.64,165.315,23.986,33.091,54.242,13.574,36.546,32.758,14.773,34.595,22.562,12.685,29.096,,40.475,25.384,47.102,21.751,12.055,9.045,0.316,10.304,0.51,15.003,37.938,11.29,35.993,28.118,11.08,48.57,16.224,106.136,7.782,35.977,48.925,,22.928,40.769,19.684,37.019,19.13,,14.409,21.686,10.821,41.669
2007-05-10,3.213,17.854,40.66,14.05,38.487,3.046,46.932,67.537,34.376,,14.688,360.489,45.608,8.172,27.347,37.783,10.466,16.919,37.016,40.894,28.871,25.835,44.073,69.831,112.507,13.903,66.0,11.447,162.783,23.747,33.12,54.398,13.417,35.628,32.02,14.598,33.993,22.107,12.619,29.189,,40.138,24.911,46.188,21.61,11.83,9.026,0.313,10.187,0.501,14.732,37.475,11.141,35.691,27.889,10.896,47.636,15.917,105.026,7.672,35.709,49.041,,22.798,40.715,19.429,36.46,18.905,,14.276,21.26,10.78,40.806
2007-05-11,3.255,18.012,41.7,14.68,37.795,3.078,47.097,67.974,34.628,,14.865,359.88,46.269,8.301,27.787,37.797,10.425,17.138,37.892,41.697,29.178,26.002,44.816,70.495,113.088,14.094,66.45,11.578,165.993,23.79,33.661,55.073,13.46,35.497,32.112,14.657,34.078,21.958,12.62,29.569,,40.565,25.359,46.61,21.829,12.016,9.166,0.315,10.134,0.536,15.122,37.729,11.24,35.784,28.492,10.922,48.59,15.973,105.925,7.806,35.424,48.87,,22.847,41.153,19.576,37.212,19.048,,14.475,21.332,10.787,41.752
2007-05-14,3.274,18.047,41.81,15.36,37.641,3.085,46.686,68.09,34.512,,14.791,358.186,47.146,8.355,27.996,37.611,10.604,16.919,38.285,41.568,29.105,26.335,44.649,69.941,111.957,14.018,66.28,11.454,165.03,23.882,34.191,54.86,13.363,35.691,31.915,14.632,34.533,22.043,12.303,29.557,,40.223,25.398,46.473,21.886,11.986,9.313,0.314,10.103,0.531,15.091,37.723,11.319,35.825,28.105,10.66,48.825,15.982,105.693,7.892,35.259,48.742,,22.991,40.569,19.662,36.904,18.91,,14.563,21.2,10.801,41.762
2007-05-15,3.219,18.274,41.37,15.4,36.258,3.029,47.134,68.658,34.621,,14.86,357.711,46.967,8.358,27.996,37.274,10.83,16.816,38.219,41.926,29.073,26.233,44.727,69.577,112.079,14.042,66.54,11.361,163.717,23.447,33.79,54.476,13.296,35.24,32.038,14.593,34.55,21.972,12.312,29.931,,40.859,25.662,45.696,21.907,11.772,9.275,0.311,10.048,0.526,15.011,38.096,11.265,36.028,28.054,10.472,49.328,16.017,105.721,7.963,34.998,48.726,,22.829,40.454,19.809,36.799,18.982,,14.892,21.266,10.751,41.7
2007-05-16,3.213,18.402,42.29,15.58,36.473,3.161,47.852,69.386,34.743,,14.786,372.076,46.93,8.55,28.444,37.687,11.12,17.042,38.495,41.141,29.13,26.233,44.794,70.938,112.66,14.411,65.6,11.723,165.708,23.49,34.012,55.016,13.399,35.941,32.623,14.67,34.474,22.249,12.38,30.339,,41.011,25.696,46.024,22.028,11.84,9.309,0.31,10.126,0.533,15.13,38.768,11.357,36.753,28.613,10.402,49.975,16.194,106.445,8.111,34.925,48.692,,22.667,41.314,19.993,37.248,19.004,,14.962,21.752,10.701,41.865
2007-05-17,3.276,18.342,42.42,15.43,36.036,3.109,47.538,70.441,34.75,,14.85,371.331,46.244,8.455,29.164,38.216,10.562,16.913,38.843,40.845,29.114,26.271,44.565,69.824,111.743,14.229,65.06,11.682,165.905,23.447,34.059,54.725,13.429,35.765,32.364,14.52,34.422,22.285,12.371,30.508,,41.326,25.584,46.073,21.964,11.216,9.234,0.312,10.119,0.524,15.178,38.683,11.373,36.782,28.467,10.501,51.418,16.081,106.234,8.135,35.156,48.493,,22.374,41.199,20.231,36.844,18.982,,14.752,21.764,10.685,42.045
2007-05-18,3.293,18.508,43.59,15.59,36.278,3.165,47.837,70.325,34.852,,14.968,372.686,46.201,8.653,29.801,38.787,11.255,16.868,39.506,40.484,29.138,26.156,44.906,69.381,113.058,14.245,65.52,11.666,168.065,23.802,34.339,56.118,13.713,36.152,32.352,14.64,34.626,23.238,12.549,30.549,,41.436,25.969,46.555,21.857,11.187,9.234,0.313,10.176,0.534,15.338,39.243,11.407,36.846,28.715,10.678,51.869,16.125,107.161,8.103,35.437,48.171,,22.331,41.061,20.07,36.792,19.113,,14.909,21.872,10.721,42.795
2007-05-21,3.352,18.258,43.25,15.43,36.372,3.415,48.069,70.521,34.818,,14.899,371.602,46.25,8.656,30.203,38.347,11.737,16.99,39.496,41.283,29.478,26.143,44.699,68.906,113.486,14.19,65.67,11.673,167.255,23.649,34.105,55.624,13.671,36.209,32.364,14.44,34.772,22.676,12.682,30.514,,41.512,26.232,46.861,22.013,11.167,9.298,0.321,10.449,0.536,15.393,38.988,11.398,36.724,29.299,10.8,52.352,16.125,107.105,7.995,35.431,48.315,,22.132,41.084,19.941,36.928,19.004,,14.892,21.806,10.574,42.965
2007-05-22,3.399,17.966,43.59,15.42,36.224,3.444,48.069,70.216,35.002,,14.855,373.228,46.658,8.6,30.2,38.471,11.582,16.971,39.187,40.932,29.34,26.015,44.738,68.04,114.22,14.365,65.2,11.804,168.335,23.588,33.333,55.448,13.888,36.244,32.198,14.32,34.719,22.569,12.611,30.649,,41.855,26.408,46.872,21.758,11.099,9.378,0.329,10.535,0.539,15.433,38.785,11.378,36.568,29.458,10.7,51.68,16.051,107.02,7.973,35.37,48.066,,22.094,41.383,19.854,36.818,18.916,,14.916,21.62,10.556,42.543
2007-05-23,3.379,17.816,43.23,15.21,36.748,3.45,47.86,69.553,34.9,,14.747,372.754,46.98,8.59,30.542,38.519,11.363,16.713,38.815,40.182,29.51,25.566,44.967,69.062,115.016,14.167,65.54,11.757,166.752,23.741,33.076,54.866,13.695,36.375,32.013,14.278,34.644,22.612,12.738,30.106,,41.931,26.505,46.938,21.68,11.245,9.185,0.331,10.476,0.525,15.266,38.796,11.365,36.626,28.48,10.656,52.653,15.822,107.034,7.967,35.711,47.928,,21.795,41.414,19.911,36.755,18.888,,14.937,21.674,10.508,42.656
2007-05-24,3.314,17.583,41.99,14.88,36.634,3.467,47.882,70.9,34.696,,14.761,372.212,46.609,8.443,29.937,38.711,11.024,16.347,38.133,39.278,28.992,24.899,44.537,68.971,114.343,14.126,64.75,11.766,164.665,23.845,32.754,54.019,13.272,36.424,31.767,14.253,34.521,22.804,12.633,29.75,,41.555,26.213,46.232,21.389,11.518,8.916,0.322,10.409,0.506,14.939,38.661,11.34,36.492,27.686,10.442,51.51,15.498,106.065,7.969,36.662,47.972,,21.546,41.629,19.637,37.107,18.784,,14.892,21.644,10.581,42.291
2007-05-25,3.401,17.555,42.38,14.76,36.62,3.428,47.591,71.504,34.798,,14.771,373.499,46.782,8.562,30.426,38.78,11.327,16.424,38.686,39.765,29.146,24.604,44.822,68.997,114.893,14.025,64.94,11.994,164.556,23.496,33.304,54.658,13.387,36.257,31.798,14.434,34.62,22.854,12.642,29.715,,41.65,26.188,46.123,21.609,11.674,8.88,0.322,10.373,0.514,15.33,38.87,11.444,36.544,27.533,10.553,51.764,15.321,106.508,8.036,37.027,47.861,,21.721,41.782,19.813,37.333,18.899,,14.878,21.698,10.64,42.924
2007-05-29,3.423,17.642,42.87,14.6,36.661,3.481,48.122,71.686,34.791,,14.796,372.076,46.807,8.512,30.0,38.897,11.28,16.668,38.486,40.081,28.79,24.861,44.878,70.645,114.404,14.063,65.07,12.083,166.679,23.661,33.55,55.037,13.472,36.177,31.909,14.515,34.679,22.776,13.095,29.545,,41.631,26.042,46.686,21.829,11.664,8.919,0.312,10.457,0.519,15.385,38.678,11.457,36.945,28.124,10.538,50.876,15.42,106.894,7.983,37.052,47.855,,21.758,41.905,19.931,37.469,18.943,,15.123,21.71,10.647,42.466
2007-05-30,3.555,17.39,43.22,14.37,37.097,3.493,48.615,73.178,34.915,70.795,14.806,374.042,48.493,8.634,30.777,38.869,11.973,16.984,39.22,41.502,29.049,25.117,45.068,70.853,115.413,14.114,64.72,12.368,169.276,23.692,33.772,55.567,13.339,36.274,32.057,14.757,34.55,22.975,13.374,29.323,,41.927,25.706,46.976,22.056,11.606,9.046,0.315,10.65,0.52,15.473,38.729,11.394,37.061,27.283,10.586,52.202,15.537,107.765,8.08,37.222,47.955,,21.795,41.905,19.957,37.585,19.075,,15.34,21.758,10.687,43.175
2007-05-31,3.628,17.548,44.06,14.27,37.896,3.457,48.6,73.207,34.846,70.795,14.899,369.231,48.555,8.616,30.829,38.828,11.612,17.325,38.858,41.86,28.669,25.053,45.291,72.683,114.954,14.202,65.54,12.351,168.415,23.796,33.877,55.396,13.399,36.303,31.915,14.74,34.189,23.345,13.594,29.51,,41.941,25.579,46.549,21.758,11.879,9.072,0.313,10.845,0.529,15.441,38.593,11.427,36.887,27.366,10.627,50.869,15.554,107.652,8.151,38.045,47.867,,22.013,42.059,20.27,37.8,19.004,,15.238,21.674,10.796,42.749
2007-06-01,3.544,17.533,44.53,14.31,38.225,3.429,48.668,72.654,34.894,70.81,14.983,369.366,48.283,8.597,31.398,38.704,11.766,17.286,39.21,41.613,28.507,24.886,45.588,72.468,114.557,14.241,66.44,12.412,168.335,24.004,34.398,55.364,13.508,36.383,31.958,14.687,34.375,23.231,13.735,29.744,,42.165,25.428,47.113,21.687,12.289,8.988,0.308,10.833,0.532,15.664,38.802,11.506,36.846,27.251,10.745,51.079,15.494,108.186,7.991,38.801,47.615,,22.362,42.397,20.497,38.005,19.031,,15.056,21.86,11.22,43.288
2007-06-04,3.632,17.321,44.58,14.17,38.205,3.521,48.63,72.763,34.942,70.825,14.963,366.927,48.376,8.499,31.617,38.587,11.565,17.383,39.64,41.77,28.879,24.797,45.711,72.227,115.658,14.375,66.54,12.578,167.605,24.365,34.293,55.203,13.387,36.492,31.755,14.651,34.504,23.466,13.749,29.831,,41.994,25.237,46.993,21.779,12.259,8.927,0.307,10.937,0.535,15.672,38.582,11.44,36.678,26.875,10.634,52.417,15.451,108.2,8.064,38.91,47.832,,22.225,42.389,20.48,37.958,18.965,,15.035,21.74,11.615,43.288
2007-06-05,3.672,17.281,44.34,13.98,38.675,3.682,48.458,72.413,34.811,70.825,14.953,365.233,48.598,8.521,31.569,38.127,11.663,17.505,39.449,42.009,28.531,24.643,45.476,71.953,114.404,14.291,66.37,12.87,167.35,23.925,34.035,55.001,13.266,36.326,31.539,14.554,34.41,23.06,13.562,29.685,,41.703,25.086,46.883,21.68,12.142,8.704,0.306,10.872,0.551,15.521,38.192,11.34,36.835,27.073,10.545,51.854,15.248,107.772,7.983,38.977,47.532,,21.92,42.005,20.32,37.669,18.96,,14.969,21.566,11.459,43.309
2007-06-06,3.701,17.047,43.64,13.63,38.46,3.615,47.673,71.533,34.585,70.856,14.83,361.37,48.617,8.421,31.215,38.381,11.417,17.119,39.001,40.852,28.24,24.463,44.822,71.159,114.067,13.968,66.41,12.855,165.884,23.58,33.544,53.218,12.982,36.091,31.133,14.465,33.996,22.861,13.364,29.563,,41.302,24.939,47.053,21.475,11.938,8.561,0.323,10.646,0.555,15.417,38.087,11.136,36.678,26.907,10.383,52.234,15.243,106.613,7.961,39.063,47.509,,21.814,41.445,19.847,37.616,18.855,,15.025,21.374,11.511,42.98
2007-06-07,3.714,16.81,42.72,13.68,38.024,3.602,46.925,70.478,34.214,70.841,14.339,355.882,47.77,8.229,30.761,37.996,11.061,16.636,38.242,39.678,27.714,23.566,44.056,69.999,112.446,13.483,65.26,12.776,160.557,23.186,32.994,52.901,12.874,35.574,30.677,14.292,33.203,22.562,12.673,29.312,,40.472,24.732,46.38,21.0,11.655,8.263,0.342,10.373,0.549,14.923,37.684,10.929,36.173,26.136,10.121,50.925,14.82,104.689,7.792,38.106,46.658,,21.409,40.976,19.286,37.422,18.701,,14.909,21.055,11.286,42.127
2007-06-08,3.727,16.907,43.04,14.07,38.514,3.662,47.149,71.46,34.537,70.856,14.388,361.37,48.518,8.276,30.773,38.512,11.366,17.042,38.476,40.317,27.666,23.566,44.537,71.302,114.159,13.555,64.22,12.787,164.213,23.365,33.567,53.561,13.188,35.649,31.041,14.373,33.255,22.797,13.052,30.012,,40.978,24.634,47.677,21.304,12.045,8.359,0.335,10.154,0.558,15.186,37.831,11.024,36.608,26.678,10.206,51.566,14.945,106.051,7.938,38.618,46.619,,22.393,41.214,19.593,37.984,18.8,,15.077,21.224,11.359,42.497
2007-06-11,3.598,16.835,42.99,13.91,38.54,3.559,47.164,70.994,34.392,70.887,14.344,362.319,48.66,8.289,31.004,38.299,11.459,16.939,38.796,40.498,27.649,23.822,44.688,70.801,114.587,13.593,64.7,12.684,165.745,23.217,33.357,53.639,13.248,35.729,31.053,14.362,33.425,22.619,12.872,29.919,,40.673,25.081,48.465,21.283,11.694,8.626,0.313,10.239,0.56,15.306,37.508,10.962,36.597,26.372,10.158,52.496,14.988,106.234,7.91,38.356,46.486,,22.281,40.846,19.428,38.068,18.85,,15.231,21.308,11.298,42.692
2007-06-12,3.604,16.611,42.73,13.8,38.574,3.503,46.461,70.216,34.124,70.825,14.103,356.424,48.246,8.22,30.705,37.927,11.145,16.771,38.414,40.533,27.148,23.399,43.894,69.771,113.333,13.541,64.1,12.521,166.248,23.002,33.134,53.182,13.411,35.477,30.388,14.225,33.116,22.306,13.209,30.053,,40.549,24.674,47.458,21.163,11.664,8.429,0.287,10.198,0.554,15.011,37.502,10.854,36.08,26.639,10.232,51.553,14.747,105.075,7.705,38.063,45.813,,21.814,40.692,19.032,37.422,18.602,,15.081,21.127,11.093,42.147
2007-06-13,3.517,16.876,44.11,13.96,39.03,3.545,47.232,71.664,34.605,70.887,14.619,363.742,49.389,8.446,30.956,38.484,11.174,17.074,38.695,41.808,27.388,23.95,44.464,70.924,115.138,13.785,64.53,12.533,170.473,23.229,33.667,53.587,13.695,35.678,30.967,14.382,33.209,22.448,13.662,30.468,,41.574,24.895,48.81,21.545,11.645,8.607,0.277,10.254,0.567,15.377,37.706,10.954,36.202,27.143,10.243,53.661,15.075,106.648,7.882,38.679,46.358,,22.312,40.784,19.606,37.889,18.767,,15.018,21.584,11.227,42.841
