date,AAPL,ABT,ADBE,AMD,AMGN,AMZN,AXP,BA,BAC,BIL,BMY,C,CAT,CMCSA,COP,COST,CRM,CSCO,CVX,DE,DIS,DUK,EFA,FDX,GE,GILD,GLD,GOOGL,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,LLY,LOW,MA,MCD,META,MMM,MRK,MS,MSFT,MU,NEE,NFLX,NKE,NVDA,ORCL,PEP,PFE,PG,QCOM,SBUX,SLB,SO,SPY,T,TGT,TLT,TSLA,TXN,UNH,UNP,UPS,USB,V,VZ,WFC,WMT,XOM
2005-01-03,0.947,13.667,30.839,21.41,43.152,2.226,35.721,35.679,28.706,,11.176,296.347,28.123,6.888,15.838,32.141,4.079,12.434,22.464,24.272,22.092,16.418,28.501,62.955,105.051,5.959,43.02,5.028,75.005,25.512,19.575,49.316,13.335,34.154,22.155,10.871,30.514,20.373,,17.769,,37.102,13.813,29.302,18.339,11.703,4.864,0.17,8.531,0.18,10.685,28.146,10.062,30.442,26.277,11.276,20.552,12.795,81.175,4.298,30.966,44.223,,14.878,33.212,10.91,42.527,15.504,,12.175,17.158,11.668,24.545
2005-01-04,0.957,13.53,30.024,20.21,42.468,2.107,35.184,34.986,28.311,,11.053,293.83,27.812,6.712,15.735,31.564,4.02,11.945,22.31,23.693,21.854,16.254,27.954,61.831,103.788,5.813,42.74,4.825,74.519,25.186,19.226,48.786,13.069,34.045,21.927,10.719,30.107,19.948,,17.914,,36.8,13.756,28.987,18.407,11.372,4.805,0.167,8.409,0.171,10.406,27.945,10.062,30.061,26.159,11.268,20.395,12.787,80.183,4.252,30.631,43.759,,14.521,32.871,10.645,41.987,15.43,,12.052,17.172,11.639,24.378
2005-01-05,0.965,13.374,29.859,19.75,41.796,2.089,34.858,35.567,27.983,,11.018,297.513,27.28,6.775,15.851,31.685,4.411,11.951,22.455,23.463,21.735,16.13,27.937,61.753,103.157,5.732,42.67,4.8,74.183,24.955,19.17,48.685,12.942,34.023,21.972,10.67,30.421,19.779,,17.774,,36.35,13.848,28.819,18.366,11.245,4.743,0.16,8.309,0.173,10.438,27.978,9.994,30.375,26.271,11.361,20.459,12.71,79.629,4.272,30.655,43.993,,14.084,32.986,10.547,41.902,15.509,,12.034,17.191,11.655,24.251
2005-01-06,0.966,13.676,29.364,19.72,42.186,2.053,34.679,35.336,27.94,,11.0,300.399,27.682,6.764,16.081,32.141,4.355,12.131,22.83,23.789,21.767,16.13,27.937,61.527,103.989,5.768,42.15,4.677,75.205,24.583,19.043,48.534,12.982,34.121,22.098,10.759,30.665,19.842,,17.914,,36.678,13.946,29.501,18.346,11.128,4.82,0.158,8.298,0.171,10.533,28.178,10.001,30.524,26.699,11.018,20.859,12.628,80.034,4.296,28.993,44.023,,14.029,33.714,10.612,41.857,15.474,,12.008,17.252,11.821,24.559
2005-01-07,1.037,13.91,29.384,19.92,42.273,2.116,34.423,35.217,27.637,,10.996,298.68,27.623,6.825,15.98,31.866,4.313,12.048,22.574,23.46,21.552,16.169,27.811,61.346,103.358,5.756,41.84,4.808,74.884,24.517,18.971,48.322,13.179,33.996,21.921,10.772,30.519,19.916,,17.797,,37.057,13.756,29.386,18.291,11.177,4.811,0.159,8.249,0.168,10.621,28.422,10.005,30.844,26.836,11.005,20.322,12.687,79.92,4.284,29.304,44.123,,14.103,33.446,10.483,41.776,15.205,,11.965,17.23,11.808,24.398
2005-01-10,1.032,14.045,29.404,20.13,42.723,2.092,34.493,35.686,27.983,,11.102,296.776,27.369,6.963,16.125,31.926,4.173,12.048,22.676,23.353,21.64,16.346,27.937,61.785,103.099,5.758,41.95,4.838,75.027,24.742,18.91,48.271,13.225,34.262,21.847,10.832,30.888,20.331,,17.685,,37.795,13.919,29.38,18.38,11.148,4.827,0.161,8.331,0.168,10.509,29.132,10.058,31.087,26.792,10.665,20.446,12.787,80.297,4.253,29.699,44.193,,13.912,33.588,10.483,41.837,15.16,,11.85,17.219,11.749,24.491
2005-01-11,0.966,13.787,29.054,14.86,42.817,2.082,34.173,35.574,27.915,,10.933,296.04,26.99,6.961,16.119,31.752,4.035,11.996,22.685,23.044,21.584,16.228,27.883,61.669,101.635,5.628,42.21,4.801,74.448,24.689,18.854,47.928,13.029,34.143,21.636,10.772,30.937,20.239,,17.367,,38.142,13.773,29.066,18.332,10.816,4.772,0.157,8.292,0.163,10.517,28.975,9.948,31.054,26.848,10.584,20.302,12.772,79.744,4.21,29.418,44.452,,13.764,33.553,10.408,41.676,15.055,,11.719,17.186,11.72,24.427
2005-01-12,0.98,13.82,29.484,15.02,43.548,2.115,34.096,36.358,27.841,,10.96,295.119,27.324,6.957,16.433,31.893,3.711,12.183,23.166,23.293,21.989,16.385,28.107,61.061,102.439,5.686,42.6,4.846,73.804,24.979,19.398,48.034,13.387,34.382,21.687,10.772,31.343,20.183,,17.501,,38.254,13.734,29.119,18.366,11.05,4.795,0.154,8.333,0.162,10.74,29.051,9.902,31.17,26.774,10.516,20.481,12.737,80.007,4.238,29.735,44.512,,13.777,33.775,10.347,38.614,15.155,,11.607,16.956,11.828,24.79
2005-01-13,1.045,13.555,29.104,15.16,42.891,2.13,33.859,35.441,27.495,,10.844,292.234,27.469,6.949,16.684,32.034,3.748,12.086,22.976,23.477,22.012,16.405,27.865,60.602,101.147,5.578,42.6,4.845,73.569,24.701,19.176,47.651,13.19,33.649,21.561,10.662,30.606,19.852,,17.25,,37.728,13.544,29.234,18.016,10.894,4.818,0.155,8.28,0.164,10.74,28.677,9.636,30.629,26.14,10.212,20.536,12.698,79.366,4.173,29.442,44.94,,13.66,33.894,10.028,38.074,15.03,,11.264,16.806,11.731,24.77
2005-01-14,1.051,13.62,29.109,15.16,42.837,2.227,33.757,35.637,27.736,,10.858,291.681,27.715,7.035,16.763,32.389,3.686,12.15,23.082,23.573,22.449,16.47,27.999,60.318,101.979,5.605,42.32,4.96,74.483,24.802,19.597,47.474,13.306,34.045,21.584,10.722,31.056,20.004,,17.484,,37.809,13.641,29.535,17.914,10.933,4.821,0.162,8.367,0.164,10.86,28.628,9.606,30.822,26.209,10.367,20.593,12.748,79.785,4.169,29.741,44.935,,13.826,34.339,10.004,37.999,15.075,,11.185,16.82,11.808,25.025
2005-01-18,1.057,13.558,29.184,15.5,43.072,2.229,34.032,36.316,28.255,,10.858,295.733,27.492,7.032,16.97,32.973,3.699,12.06,23.431,23.51,22.798,16.647,28.021,60.661,103.243,5.75,42.32,5.058,75.041,24.955,19.88,47.878,13.26,34.224,21.921,10.795,31.213,20.204,,17.646,,36.931,13.831,29.735,18.051,10.923,4.877,0.161,8.344,0.167,10.979,28.986,9.625,30.883,26.463,10.688,20.632,12.849,80.615,4.25,30.01,45.085,,13.844,34.048,10.062,37.674,15.494,,11.44,17.033,11.917,25.236
2005-01-19,1.046,13.561,28.934,15.5,42.615,2.198,33.974,35.987,27.786,,10.898,294.935,27.189,6.919,16.81,32.45,3.684,11.681,23.254,23.31,22.607,16.601,27.731,60.273,101.75,5.714,42.26,4.894,74.369,24.742,19.614,46.97,13.063,34.11,21.601,10.756,30.92,20.095,,17.657,,36.998,13.707,29.198,17.818,10.738,4.857,0.158,8.329,0.163,10.732,29.278,9.465,31.404,25.501,10.651,20.744,12.764,79.771,4.234,29.854,45.214,,13.487,33.848,9.978,37.809,15.26,,11.127,16.906,11.762,25.015
2005-01-20,1.055,13.472,29.029,15.64,41.998,2.118,33.552,35.63,27.996,,10.862,293.277,26.764,6.861,16.52,32.067,3.59,11.79,22.932,23.054,22.623,16.621,27.546,59.187,101.549,5.739,42.25,4.81,73.897,24.358,19.503,46.919,13.052,33.931,21.265,10.816,30.611,19.786,,17.562,,37.349,13.579,28.892,17.735,10.748,4.877,0.158,8.165,0.163,10.581,29.018,9.503,31.415,23.458,10.44,20.638,12.733,79.285,4.18,29.86,45.304,,13.155,33.216,9.857,37.634,15.14,,11.012,16.778,11.672,24.853
2005-01-21,1.055,13.54,28.529,15.49,42.004,2.058,33.251,35.049,27.86,,10.742,294.259,26.511,6.905,16.439,31.208,3.551,11.591,22.941,22.628,22.33,16.418,27.655,58.392,100.86,5.643,42.74,4.67,74.026,24.21,19.403,46.607,12.959,33.583,21.036,10.706,30.009,19.666,,17.451,,36.593,13.415,28.697,17.591,10.153,4.911,0.158,8.118,0.164,10.605,29.029,9.313,30.833,23.471,10.269,20.68,12.729,78.799,4.199,29.352,45.354,,12.94,34.067,9.773,37.519,14.96,,11.082,16.662,11.594,24.716
2005-01-24,1.059,13.525,27.69,15.16,41.702,2.019,33.68,34.748,27.94,,10.64,296.899,26.182,6.915,16.659,31.148,3.416,11.423,23.201,22.515,22.171,16.687,27.704,59.749,101.233,5.535,42.77,4.483,73.962,23.908,19.503,46.309,12.711,33.388,21.053,10.719,29.749,19.378,,17.724,,36.75,13.19,28.481,17.605,9.811,4.914,0.159,8.119,0.157,10.549,28.888,9.229,30.589,22.688,9.942,21.048,12.899,78.644,4.192,29.089,45.548,,12.78,33.837,9.535,37.724,14.98,,11.188,16.615,11.607,25.054
2005-01-25,1.078,13.519,27.785,15.75,41.736,2.047,34.218,34.888,28.169,,10.662,297.82,26.889,6.947,16.74,31.591,3.374,11.269,23.408,22.668,22.845,16.483,27.713,61.087,102.496,5.494,42.24,4.393,73.69,24.014,19.453,46.511,12.867,34.599,21.042,10.793,29.754,19.575,,17.836,,37.291,13.676,28.655,17.845,9.997,4.86,0.162,8.079,0.16,10.828,28.932,9.355,30.877,22.763,9.959,21.265,12.659,78.867,4.176,29.346,45.12,,12.995,33.645,9.609,38.069,15.08,,10.93,16.72,11.653,25.152
2005-01-26,1.081,13.514,28.0,15.98,42.669,2.067,34.0,34.902,28.28,,10.711,297.636,27.073,6.94,17.04,31.779,3.391,11.385,23.629,22.528,22.671,16.975,28.048,61.048,101.893,5.691,42.69,4.694,73.976,24.109,19.825,46.39,12.959,35.104,21.025,10.908,30.107,19.712,,17.864,,37.561,13.773,28.534,17.838,10.055,4.946,0.158,8.01,0.162,10.852,28.943,9.355,30.717,22.912,10.206,21.409,12.845,79.103,4.199,30.189,45.204,,13.943,33.664,9.522,37.774,15.085,,11.088,16.87,11.653,25.334
2005-01-27,1.087,13.387,28.079,16.12,41.34,2.115,33.795,35.679,28.132,,10.707,298.127,25.706,6.85,17.136,31.691,3.347,11.7,23.859,22.319,22.449,17.1,28.089,60.867,102.238,5.592,42.62,4.665,74.506,24.068,19.98,46.405,12.896,34.87,20.979,10.929,30.145,19.666,,17.936,,37.322,13.778,28.313,17.907,10.367,4.948,0.16,8.132,0.175,11.131,28.97,9.389,30.65,22.44,9.78,21.598,12.957,79.238,4.043,29.986,45.12,,14.094,33.917,9.598,37.028,15.135,,10.89,16.748,11.609,25.358
2005-01-28,1.107,13.331,27.735,15.71,41.152,2.111,33.808,34.944,28.237,,10.427,297.022,25.985,6.76,17.134,31.732,3.308,11.52,23.709,22.618,22.393,17.132,28.026,61.036,102.64,5.578,42.69,4.721,76.025,23.92,19.791,46.864,12.855,35.088,21.122,10.858,29.065,19.761,,17.869,,37.484,12.381,28.639,17.955,10.104,4.973,0.163,8.136,0.175,10.9,28.84,9.263,30.002,22.57,9.904,21.447,12.965,79.238,4.035,29.585,45.573,,14.235,33.798,9.528,37.074,14.88,,10.833,16.773,11.467,25.123
2005-01-31,1.151,13.257,28.444,15.8,41.783,2.161,34.16,35.42,28.651,,10.418,301.135,26.473,6.745,17.473,31.718,3.367,11.61,24.009,23.104,22.711,17.558,28.16,61.824,103.731,5.679,42.22,4.852,77.264,24.423,19.952,47.131,12.977,35.131,21.31,10.858,29.423,20.046,,18.087,,37.984,12.395,29.477,18.023,10.153,5.045,0.164,8.149,0.175,10.971,29.1,9.191,29.492,23.123,9.959,21.764,13.07,79.731,4.058,30.35,45.703,,14.297,34.086,9.642,37.364,15.005,,10.805,16.989,11.46,25.285
2005-02-01,1.16,13.413,28.944,16.27,41.978,2.124,36.337,35.728,28.842,,10.516,303.775,26.776,6.622,17.816,31.51,3.367,11.668,24.34,23.39,22.845,17.748,28.336,61.869,104.161,5.741,42.1,4.76,77.658,24.352,19.997,47.353,13.081,35.522,21.407,10.84,29.705,20.078,,17.858,,37.858,12.297,30.156,18.099,10.436,5.114,0.164,8.19,0.178,10.876,29.197,9.077,29.293,22.868,10.024,21.857,13.19,80.237,4.086,30.309,45.63,,14.525,34.769,9.642,37.639,15.195,,10.894,17.128,11.506,26.103
2005-02-02,1.192,13.44,31.139,16.66,42.058,2.094,35.71,36.561,28.873,,10.667,305.003,27.04,6.697,17.904,31.651,3.268,11.681,24.507,23.34,22.869,17.63,28.375,61.669,104.075,5.602,42.16,5.109,77.795,24.446,20.374,47.575,13.052,35.837,21.419,10.971,29.911,20.155,,17.741,,37.525,12.576,30.061,18.147,10.553,5.147,0.16,8.155,0.188,10.804,29.338,9.157,29.586,22.595,9.959,22.429,13.139,80.48,4.166,30.673,45.735,,14.469,34.508,9.585,37.624,15.295,,10.894,16.977,11.604,26.426
2005-02-03,1.165,13.446,31.704,16.67,41.716,1.788,35.479,36.4,28.669,,10.596,304.446,27.275,6.729,18.049,31.114,3.286,11.275,24.821,23.393,22.845,17.807,28.221,61.036,103.558,5.539,41.68,5.23,77.902,24.606,20.784,47.192,12.982,35.647,21.344,10.923,29.765,20.144,,17.903,,37.525,12.554,30.119,17.955,10.582,5.184,0.17,8.146,0.186,10.629,29.441,9.096,29.498,22.421,9.142,22.513,13.099,80.27,4.205,30.93,45.71,,14.248,34.723,9.54,37.434,15.185,,10.9,17.052,11.683,26.716
2005-02-04,1.18,13.405,31.989,17.49,42.125,1.786,35.742,36.806,28.972,,10.72,308.348,27.305,6.733,18.119,31.054,3.455,11.52,25.041,23.077,23.25,18.155,28.367,62.283,104.075,5.707,41.47,5.069,78.819,25.109,20.989,47.681,13.342,35.967,21.516,11.114,29.852,20.63,,18.188,,37.858,12.527,30.909,18.051,10.826,5.246,0.172,8.187,0.197,10.884,29.972,9.218,29.154,22.943,9.343,22.583,13.205,81.127,4.202,30.799,46.345,,15.276,35.186,9.572,37.074,15.21,,11.188,17.033,11.692,27.093
2005-02-07,1.182,13.425,31.754,17.22,42.394,1.785,35.575,36.75,28.817,,10.733,308.038,27.144,6.664,18.094,31.0,3.347,11.687,24.83,22.711,23.702,17.945,28.187,62.115,104.018,5.58,41.27,4.863,78.511,25.169,20.9,47.691,13.29,36.081,21.676,11.12,30.237,20.735,,18.305,,37.768,12.563,30.588,17.941,11.04,5.214,0.165,8.108,0.194,10.796,29.642,9.476,29.104,22.34,9.406,22.302,13.178,81.019,4.18,30.709,46.691,,15.215,34.098,9.545,37.094,15.375,,11.133,17.156,11.703,27.147
2005-02-08,1.211,13.334,31.844,17.64,42.313,1.815,35.261,37.45,28.972,,10.667,306.49,27.18,6.634,18.209,30.852,3.438,11.739,24.98,22.728,23.67,17.814,28.187,62.561,104.592,5.52,41.26,4.927,79.915,24.89,20.801,47.58,13.58,36.016,21.556,11.162,30.052,20.651,,18.104,,37.975,12.726,30.867,17.996,11.05,5.262,0.164,7.897,0.196,10.732,30.075,9.72,28.8,22.502,9.511,22.541,13.15,81.114,4.204,30.273,46.956,,15.615,34.075,9.481,37.063,15.29,,11.067,17.161,11.635,27.467
2005-02-09,1.179,13.299,31.289,17.94,41.682,1.794,35.069,38.062,28.694,,10.524,304.632,26.93,6.584,18.239,30.603,3.259,11.346,24.785,22.495,23.282,17.711,28.116,62.483,103.616,5.377,41.31,4.752,79.844,24.778,20.74,46.857,13.516,35.94,21.407,11.19,29.646,20.355,,17.853,,37.529,12.682,30.641,17.879,10.952,5.226,0.164,7.832,0.189,10.493,29.799,9.601,28.539,22.16,9.323,22.497,13.056,80.507,4.164,29.711,47.081,,15.172,33.427,9.511,36.923,15.08,,10.948,17.013,11.486,27.349
2005-02-10,1.173,13.246,31.334,17.75,42.145,1.789,35.287,37.879,28.997,,10.564,303.393,27.352,6.641,18.731,30.839,3.212,11.314,25.333,22.661,23.282,17.771,28.408,62.354,103.501,5.326,41.75,4.663,80.789,25.08,21.327,46.888,13.632,35.907,21.379,11.122,29.727,20.77,,17.925,,37.777,12.708,31.01,17.872,10.991,5.206,0.162,7.898,0.194,10.469,29.891,9.601,28.6,21.924,9.255,23.357,13.111,80.797,4.117,29.328,46.445,,15.344,33.752,9.606,37.279,15.04,,10.942,16.879,11.43,27.743
2005-02-11,1.216,13.605,31.844,18.11,42.575,1.789,35.338,38.076,28.929,,10.711,305.994,27.566,6.607,18.744,31.229,3.305,11.391,25.668,23.071,23.274,17.738,28.605,63.35,104.018,5.628,42.08,4.648,80.789,25.34,21.705,47.161,14.02,36.319,21.396,11.19,30.317,20.964,,18.009,,37.84,12.907,31.773,17.811,11.44,5.183,0.159,7.963,0.2,10.637,29.858,9.639,28.894,22.452,9.255,23.491,12.978,81.492,4.144,29.43,46.415,,15.929,33.645,9.782,37.624,15.13,,11.024,16.843,11.395,27.629
2005-02-14,1.267,13.69,31.729,18.24,42.461,1.801,34.96,38.005,28.997,,10.724,305.065,27.4,6.561,19.109,31.276,3.354,11.565,25.824,23.077,23.313,18.142,28.827,62.251,104.276,5.666,42.55,4.787,80.216,25.228,21.793,47.297,14.102,35.992,21.407,11.217,30.262,20.788,,18.21,,38.097,12.996,31.747,17.838,11.518,5.271,0.159,8.015,0.195,10.605,29.696,9.766,29.198,23.079,9.194,23.309,13.06,81.431,4.163,29.711,46.56,,15.985,34.105,9.711,37.524,15.095,,10.988,17.125,11.405,27.984
2005-02-15,1.323,13.802,32.449,17.68,42.756,1.807,34.896,38.28,29.077,,10.636,305.994,27.186,6.781,19.187,31.605,3.504,11.533,25.85,21.996,23.464,18.175,29.02,62.813,104.477,5.672,42.58,4.843,80.746,25.293,21.655,47.681,14.194,35.943,21.436,11.162,30.464,20.823,,18.517,,38.718,12.969,31.605,17.838,11.625,5.253,0.161,8.023,0.197,10.589,29.609,9.666,29.631,22.899,9.315,23.229,13.029,81.735,4.188,29.783,46.325,,16.04,34.585,9.69,38.534,15.105,,11.009,17.122,11.526,28.028
2005-02-16,1.349,13.79,32.294,17.45,42.521,1.783,34.973,37.921,28.898,,10.671,304.632,27.495,6.903,19.741,31.565,3.44,11.398,26.441,22.195,23.266,18.109,28.764,63.569,103.989,5.768,42.52,4.922,80.431,25.08,21.457,47.828,14.003,35.85,21.31,11.332,30.279,20.932,,18.204,,39.083,12.823,31.463,17.742,11.508,5.264,0.156,8.036,0.196,10.621,29.555,9.563,29.536,22.347,9.293,23.635,12.966,81.789,4.187,29.381,46.15,,16.071,34.458,9.643,39.46,14.955,,10.966,16.971,11.504,28.796
2005-02-17,1.314,13.711,31.529,17.06,41.857,1.785,34.896,37.738,28.644,,10.631,302.278,27.281,6.84,19.683,31.0,3.465,11.23,26.046,21.913,23.282,17.883,28.823,63.181,103.444,5.787,42.73,4.909,79.235,24.748,21.139,47.388,13.707,35.638,20.996,11.253,30.115,20.799,,18.031,,38.592,12.748,31.399,17.645,11.216,5.242,0.15,8.014,0.195,10.326,29.116,9.605,29.548,21.949,9.184,23.152,12.896,81.127,4.142,30.034,45.86,,15.695,34.132,9.807,39.023,14.835,,10.833,16.871,11.526,28.624
2005-02-18,1.299,13.664,31.409,16.9,41.622,1.765,34.659,37.119,28.261,,10.827,300.853,26.99,6.867,20.108,30.798,3.92,11.134,26.544,22.152,23.052,17.632,28.967,62.923,103.013,5.756,42.75,4.91,78.088,24.873,21.234,47.145,13.933,35.681,20.842,11.243,29.825,20.665,,18.054,,38.52,14.41,30.367,17.529,11.216,5.174,0.153,8.043,0.216,10.31,29.371,10.272,29.642,21.508,9.208,23.52,12.7,81.235,4.13,30.309,45.45,,15.597,34.144,10.315,38.797,14.685,,10.72,16.706,11.53,29.254
2005-02-22,1.277,13.381,30.749,17.0,41.38,1.736,34.435,36.676,27.928,,10.827,297.013,26.58,6.779,20.052,30.529,3.907,11.14,26.37,22.042,22.552,17.268,28.899,61.818,101.491,5.688,43.57,4.747,77.272,23.843,20.777,46.665,13.783,35.485,20.511,11.198,29.803,20.236,,17.841,,37.849,13.791,29.961,17.357,11.177,5.098,0.146,7.892,0.218,10.087,28.818,10.191,28.949,21.446,9.153,23.252,12.36,80.028,4.105,29.932,45.25,,15.751,33.319,10.046,38.299,14.551,,10.742,16.432,11.373,28.683
2005-02-23,1.321,13.469,30.869,16.6,41.179,1.707,34.57,37.077,28.255,,11.053,299.676,26.877,6.879,20.288,30.697,3.851,11.121,26.735,22.229,22.726,17.446,28.913,62.464,101.262,5.825,43.42,4.811,78.167,23.529,20.838,46.554,13.522,35.67,20.825,11.143,29.951,20.366,,18.115,,37.976,14.034,30.04,17.336,11.079,5.065,0.146,7.986,0.211,10.318,28.953,10.084,29.636,21.235,9.203,23.699,12.454,80.601,4.123,30.537,45.4,,15.689,33.875,10.145,38.51,14.82,,10.793,16.616,11.285,29.259
2005-02-24,1.331,13.652,30.689,17.62,41.555,1.735,34.8,37.935,28.545,,10.996,299.181,27.679,6.892,20.852,31.296,3.981,11.056,27.179,22.884,22.33,17.837,28.958,63.162,102.706,6.0,43.33,4.685,77.73,23.452,21.006,46.827,13.748,35.932,20.939,11.164,30.109,20.813,,18.232,,38.134,14.136,29.872,17.453,11.284,5.152,0.149,8.137,0.217,10.366,29.073,10.118,29.825,22.093,9.433,23.958,12.47,81.134,4.127,30.621,45.3,,15.991,34.239,10.268,38.887,14.88,,10.778,16.672,11.255,30.101
2005-02-25,1.332,13.625,30.709,17.77,42.166,1.75,34.948,38.674,28.91,,11.08,299.057,28.172,6.835,21.257,31.316,4.047,11.069,27.526,23.49,22.124,18.148,29.294,63.627,102.908,6.101,43.5,4.611,78.876,24.02,21.257,46.908,13.974,36.112,21.105,11.258,30.497,20.753,,18.417,,38.284,14.096,30.372,17.37,11.391,5.246,0.157,8.207,0.22,10.461,29.246,10.295,30.024,23.02,9.437,24.176,12.7,81.937,4.135,30.759,45.52,,16.447,35.041,10.35,38.782,14.905,,10.991,16.731,11.261,31.15
2005-02-28,1.343,13.543,30.869,17.45,41.36,1.759,34.672,38.659,28.824,,11.124,295.588,28.241,6.802,20.987,31.33,3.947,11.211,27.588,23.663,22.163,17.87,29.226,63.201,101.695,5.928,43.53,4.663,77.945,23.689,21.167,46.797,13.916,35.774,20.865,11.201,30.59,20.676,,18.472,,37.985,14.008,29.745,17.308,11.216,5.223,0.153,8.179,0.221,10.318,29.186,10.076,29.415,22.429,9.555,24.202,12.564,81.397,4.11,30.429,45.03,,16.305,34.953,10.264,38.932,14.855,,10.921,16.586,11.287,31.175
2005-03-01,1.332,13.534,31.164,17.96,41.783,1.77,34.992,38.322,29.089,,11.24,296.579,28.93,6.89,20.534,31.41,4.06,11.262,27.081,23.62,22.592,18.049,29.388,63.408,101.753,5.875,43.22,4.615,78.819,23.706,21.006,47.161,14.281,36.346,21.173,11.324,30.858,20.524,,18.612,,38.225,14.198,29.998,17.391,11.196,5.297,0.154,8.259,0.221,10.477,29.295,10.199,29.647,22.622,9.697,23.891,12.669,81.802,4.154,30.729,45.016,,16.724,34.822,10.253,38.897,14.925,,11.006,16.717,11.381,30.579
2005-03-02,1.321,13.564,31.169,17.65,41.246,1.775,35.024,38.892,29.052,,11.182,298.128,28.87,6.888,20.724,30.274,4.156,11.417,27.361,23.779,22.758,18.029,29.167,62.8,102.851,6.036,43.25,4.593,78.611,23.665,21.056,46.968,14.223,36.515,21.116,11.264,30.781,20.412,,18.584,,38.265,14.13,29.888,17.377,11.138,5.266,0.153,8.213,0.214,10.398,29.268,10.199,29.692,22.572,9.74,24.317,12.669,81.762,4.154,31.058,44.956,,16.613,35.064,10.18,38.641,14.85,,11.073,16.619,11.362,30.864
2005-03-03,1.251,13.549,31.169,17.52,41.602,1.783,35.031,40.383,28.902,,11.138,297.136,29.04,6.815,20.932,30.126,4.133,11.455,27.192,23.473,22.663,17.983,29.182,63.298,102.706,6.029,42.97,4.639,78.382,23.511,21.184,46.711,14.212,36.401,21.128,11.3,30.672,20.436,,18.657,,38.419,14.122,29.988,17.315,10.913,5.306,0.151,8.207,0.211,10.43,29.278,10.191,29.631,22.031,9.883,24.834,12.571,81.795,4.161,31.435,44.93,,16.373,35.137,10.405,38.812,14.705,,11.042,16.594,11.561,31.047
2005-03-04,1.282,13.667,31.879,17.43,41.649,1.793,35.184,41.058,29.183,,11.111,299.8,29.699,6.871,21.236,30.099,4.079,11.61,27.423,24.075,22.909,18.334,29.692,64.377,104.353,5.981,43.38,4.611,79.901,23.73,21.563,46.69,14.316,36.941,21.413,11.421,31.005,20.471,,18.964,,39.125,14.166,30.757,17.315,10.494,5.375,0.153,8.24,0.21,10.581,29.241,10.291,29.836,22.087,10.04,25.02,12.751,82.814,4.183,31.369,45.417,,16.564,35.769,10.452,39.144,14.805,,11.057,16.899,11.613,31.303
2005-03-07,1.28,13.737,32.529,17.47,41.696,1.816,35.184,41.001,28.989,,11.107,300.234,29.384,7.005,21.159,29.951,4.05,11.739,27.286,23.793,22.972,18.618,29.567,65.638,104.382,6.021,43.47,4.683,80.811,23.606,21.597,46.301,14.566,37.323,21.316,11.442,31.311,20.384,,19.103,,39.238,14.175,31.183,17.522,10.66,5.432,0.151,8.201,0.213,10.836,29.376,10.417,29.753,23.263,10.171,24.631,12.732,82.855,4.171,31.357,45.598,,16.859,34.968,10.732,39.38,14.875,,11.085,16.963,11.543,31.022
2005-03-08,1.213,13.693,32.469,17.12,41.454,1.791,34.845,40.896,28.858,,11.111,300.234,29.414,7.051,20.744,30.973,4.124,11.661,27.33,23.729,22.631,18.539,29.647,65.108,104.18,6.038,44.03,4.594,80.689,23.719,21.585,46.569,14.386,37.186,21.088,11.363,30.994,20.313,,18.696,,39.089,14.189,31.289,17.473,10.319,5.414,0.145,8.137,0.202,10.852,29.176,10.256,29.559,22.579,10.062,24.378,12.689,82.544,4.128,31.285,45.166,,16.225,34.642,10.784,39.465,14.885,,10.96,16.98,11.465,31.071
2005-03-09,1.178,13.516,32.249,16.94,41.038,1.77,34.352,40.615,28.509,,10.987,296.579,28.763,7.056,20.175,30.671,4.001,11.925,26.557,23.214,22.195,18.115,29.513,64.403,103.255,6.034,44.02,4.498,79.428,23.434,21.251,46.68,14.409,36.952,20.819,11.308,30.372,20.12,,18.165,,38.971,14.233,31.584,17.412,10.338,5.299,0.143,8.115,0.196,10.637,28.827,10.249,29.365,22.859,10.062,23.653,12.407,81.627,4.117,31.148,44.429,,16.41,34.604,10.759,38.742,14.73,,10.972,16.686,11.471,29.934
2005-03-10,1.192,13.631,32.649,17.02,40.971,1.745,34.595,40.776,28.609,,11.053,298.251,29.194,7.047,19.978,30.092,3.807,12.041,25.993,22.961,22.211,18.38,29.61,64.111,104.382,6.017,44.2,4.464,79.758,23.671,21.379,46.711,14.415,37.083,20.757,11.272,30.35,20.278,,18.288,,39.211,14.381,31.594,17.494,10.426,5.334,0.141,8.166,0.196,10.565,28.925,10.252,29.514,23.07,10.014,23.461,12.552,81.809,4.12,31.309,44.7,,16.681,35.052,10.712,38.666,14.78,,10.982,16.818,11.405,29.727
2005-03-11,1.205,13.546,32.204,16.36,40.152,1.737,34.282,40.432,28.553,,11.0,296.022,29.414,6.972,19.984,30.22,3.809,11.874,25.908,23.091,21.886,18.188,29.603,64.506,103.486,5.931,44.43,4.41,78.482,23.392,21.474,46.256,14.038,36.864,20.614,11.19,29.962,20.278,,18.199,,38.75,14.381,30.809,17.26,10.162,5.3,0.135,8.158,0.192,10.43,28.68,10.103,29.093,23.238,9.867,23.336,12.438,81.235,4.099,30.986,44.373,,16.139,34.615,10.756,38.214,14.76,,10.951,16.703,11.285,30.062
